id,turns,winner,white_rating,black_rating,opening_ply
3VnMKuJs,81,white,1723,1500,3
87EiAT1b,98,black,1500,1723,2
Ojz3EhSn,98,black,1500,1723,3
1vbvkAL0,63,white,1723,1500,2
tNRmGUln,115,white,1723,1500,4
4yyefPw7,46,black,1534,1415,7
4EPuGhYq,56,black,1433,1597,3
qIRuzp2u,102,black,1462,1715,4
6l9RaCzg,43,white,1561,1493,7
ImSN8nyZ,16,white,1550,1532,4
4yeBFjRj,99,white,1745,1556,9
dd9K4Fgy,76,black,1623,1487,4
09SHCOaM,15,white,1485,1557,2
n3MARvHB,54,black,1638,1574,8
jLAdkyCI,89,white,1532,1773,8
5a2ZmVT9,25,white,1720,1538,6
7UnOinRX,58,black,1247,1702,9
RA8NDIce,37,white,1635,1432,3
JSYfuYiL,45,white,1500,1404,8
C952uxGm,27,black,1500,1730,3
2hY3wmwD,91,white,1542,1500,4
5YUu8Ofe,3,white,1047,1500,3
RXtokVC3,29,white,1293,1234,4
PN8KtDvo,31,white,1367,1346,4
lOxtyK9M,27,white,1543,1500,2
oDKpWvIT,59,white,1354,1347,5
iTW8CIWz,58,black,1094,1334,6
qexu6tHr,86,black,1370,1327,4
Wi3u3BsQ,49,white,1399,1273,3
cOlCsHvD,54,black,1278,1488,3
epDNgziO,67,white,1267,1233,5
HucSwcAS,33,white,1500,1267,5
LN4qyqve,53,white,1287,1278,3
6w92QH92,91,white,1263,1343,3
eIcITSRn,30,black,1271,1349,2
QBqDiIri,57,white,1460,1277,3
w55z6cXo,66,black,1292,1330,5
a5jidOIC,78,black,1292,1500,6
mPn3NCN6,62,black,1303,1319,2
MMkjYwmU,75,white,1307,1314,2
3xsSZU5O,75,white,1301,1318,4
L6WvDz8g,56,black,1301,1385,5
jCghLW1D,66,black,1978,1916,7
4zofgCwV,80,black,1977,2241,6
dggIoZ4a,31,white,2064,1986,5
nJfNoT29,45,white,1935,1999,5
vVf2hRsB,35,white,1997,1631,4
BYP0LBAZ,37,white,1842,2013,4
a2VzhCrr,45,white,2011,1602,8
CwvLlyPt,60,black,1734,2007,4
eXDZbsco,51,white,1998,1891,8
U8JKn0YW,80,black,1688,1995,4
b3ECbNAF,58,black,2011,1828,7
iPirZ2te,91,white,2006,1757,12
Fx1HOgKy,50,black,2052,1992,12
wa9fwn08,55,white,1979,2008,10
e9ZGblg1,47,white,1977,1564,5
dt1CCwwQ,124,black,1712,1973,12
mDpYal5S,35,white,1962,1935,8
a4H6650x,145,white,1936,1938,10
HXovfv2n,118,black,1953,1770,6
tXpzzzXG,58,black,1775,1946,3
TADgQNQO,39,white,1939,1781,5
0kzHjm8Q,196,black,1954,1850,3
5Kmm7fWC,126,black,1858,1944,9
f1PyNBl5,104,draw,1542,1954,4
ZEZVc4x6,37,white,1952,1507,2
6v9EFAij,62,black,1801,1945,5
NuYfjbLq,27,white,1932,1948,11
fwLgz0IR,56,black,1509,1930,2
RYAE0s4I,84,black,1939,2008,11
3i6GxfYI,109,black,1728,1933,4
dEnOv2Ht,51,white,1928,1688,10
nr1w40q3,42,black,1663,1924,4
VlMeOfZl,29,white,1913,1874,8
dubiqCkq,53,white,1912,1339,3
BrYpc2rm,78,black,1480,1910,5
TKIsCh0w,106,black,1905,1898,5
2O5yNONv,66,black,1907,1886,5
adLb526K,73,white,1872,1919,8
z1lzbWRI,61,white,1858,1932,4
YwvZUJyB,76,black,1515,1855,1
40Sg2ybV,79,white,1852,1518,3
hZzJObAe,25,white,1788,1626,5
lWUhyjnn,104,black,1804,1869,7
fWZZ3teV,69,white,1802,1367,5
YJMUJPfS,69,white,1973,1808,2
ZgozQr7S,33,white,1803,1562,4
eMyRcF51,30,black,1431,1800,1
HcaTyrwl,103,white,1384,1821,1
jlgZqzAW,96,black,1847,1762,2
92HRsKgL,32,black,1732,1839,6
bVj2lZ5Y,66,black,1591,1834,3
sUvXThmx,109,white,1896,1843,6
7gmcGJta,118,black,1620,1838,4
egIedqVA,101,white,1832,1626,7
ZYcK3C7D,82,black,1631,1826,7
5DH3p6fX,93,white,1819,1637,4
7OYhjT1j,52,black,1607,1813,6
31pN4QUF,54,black,1359,1806,1
9RDzo629,150,black,1513,1802,3
M6b5SoPF,107,white,1798,1517,4
IWOzqRgv,63,white,1796,1388,3
XMtsSdnP,91,white,1788,1665,3
VEL6BoBf,70,black,1954,1771,4
F9MpZPPm,151,white,1759,1767,4
o2BmyBeE,131,draw,1913,1754,7
aydcdJIH,55,white,1517,1772,6
fz2ipJCt,81,white,2150,1774,5
wRKsPLC0,50,black,1641,1766,6
XIifGbQz,39,white,1758,1649,8
7OYhVEdO,66,black,1754,1746,3
iMAld5jZ,77,white,1737,1674,5
CNAmfJau,68,black,1750,1660,5
C4XL3L30,98,black,1476,1746,4
FnKCm892,75,white,1733,1783,4
thLhd4lG,83,white,1688,1745,3
gOJCYSpO,41,white,1737,1637,4
ASTCTZiz,25,white,1953,1500,5
EYpYXYV2,57,white,1856,1953,9
icQy2lnB,45,white,1836,1953,3
fF8elZxb,156,black,1372,1953,10
Fi3BSURz,40,black,1895,1953,10
6JWaKsLC,41,white,1887,1905,9
azc0d6Qv,38,black,1621,1855,6
32NdqecN,35,white,1823,1554,6
ySS9zY8U,40,black,1569,1775,6
0P5u9iGd,64,black,1540,1703,13
6b7D25Za,47,white,1500,1549,8
bJTQarCU,79,white,946,1069,3
fIXngSRy,3,white,1102,1069,2
grh3ytjd,49,white,1500,1500,2
3plm7jy4,70,black,1200,1200,4
myvrqc5u,87,white,1200,1200,3
94Fzu1MZ,14,black,1209,1160,3
C2yY4Vu0,31,white,1424,1280,1
sFoUxJGh,22,black,1500,1415,2
0F9UySYU,37,white,1379,1431,4
4UMTy3D5,73,white,1724,1500,5
oAjzLYGR,7,white,1286,1225,1
6gke5zYl,42,black,1797,2199,1
wyPUA8KL,64,black,1799,2196,1
P6sTXsLQ,56,black,1750,2195,2
tGUixiIG,57,white,2191,1884,2
FdtKJX9D,38,black,1887,2187,9
WXwOPOuP,65,white,2184,1891,2
JuLC4yYi,88,black,2167,2172,3
uZUPlbUJ,54,black,1321,1946,6
nbFuh8ZW,126,black,1718,1941,2
Qlsr95Uq,115,white,1932,1831,5
nVWj5dnH,114,black,1233,1932,4
WHrydbus,94,black,1945,1901,5
AQsffKvT,82,black,1951,2109,11
rQ2EfVxK,69,white,1938,1985,8
lLNvJRQY,41,white,1938,1527,14
mRnhItTC,65,white,1865,1953,2
dUjGaHqg,113,draw,1956,1862,11
wfaEP6Op,94,black,1828,1948,10
qZyq0f9z,38,black,1964,1813,7
u36Knrek,30,white,1955,1890,8
fWUQMqkF,169,white,1784,1972,8
L7h0DXsV,126,black,1929,2106,5
vCYyGQqQ,114,black,1965,2077,7
ttTrSqWO,45,white,2043,1981,5
7irMQrjg,65,white,1966,2056,5
zdbrMAH8,47,white,1334,1428,4
laldo4k0,41,white,1603,1339,4
OJtM98RU,37,white,1719,1341,5
26hwta6Y,105,white,1519,1348,5
330uwpWK,29,white,1667,1361,3
iSzpTKUk,105,white,1668,1365,3
59KeahRe,94,black,1518,1345,6
8L3LPAZ2,98,black,1349,1653,3
HAyo2yYO,70,black,1065,1344,4
9ydS7SoA,61,black,1627,1321,5
ma3ImTIr,104,black,1325,1617,4
2zfxBtxG,51,white,1694,1329,7
SZ6stUgq,60,black,1334,1572,6
K0jnAtnc,56,black,1336,1786,6
GWsQxyjt,97,white,1596,1341,3
WIwhJuCs,63,white,1323,1449,4
r2rhldys,65,white,1829,1324,5
TWyZZFfM,75,white,1537,1330,4
XlyIYbHk,122,black,1393,1314,5
nSYjpaAG,61,white,1480,1322,5
QInACyYS,51,white,1676,1325,2
1X6GpCGr,99,white,1301,1697,4
RS5S6u2i,57,black,1305,1611,11
SMkjPVkw,52,black,1671,1668,2
sf4xFXgg,44,white,2586,1618,17
fQtmxwLJ,52,black,1204,1083,1
2jv6C0qj,49,white,1903,1390,6
UXXDZyro,23,black,1387,1390,3
cUTkQwRC,20,black,1400,1439,4
rjY3xKPf,35,white,1428,1411,3
uXUGjPF1,93,white,1398,1445,5
Xc1txnuA,22,black,1410,1337,5
oEBwp1wa,64,black,1421,1429,4
n3MCK8xW,130,black,1435,1383,4
uXgXyX3U,121,white,1420,1471,5
CEAwz9AD,45,white,1445,1431,6
pDe7Qi5V,148,black,1312,1422,5
2Z2lBeOa,77,white,1412,1321,5
iEx9SqUf,66,black,1331,1401,7
4by8zqZZ,51,white,1390,1386,4
0OYI03t4,130,black,1401,1430,3
VONQt2O3,50,black,1283,1392,3
ntnCz7iG,48,black,1381,1377,7
XrjhnDyl,25,white,1362,1392,8
jwv5M4VO,18,black,1380,1252,9
DnDi3H2f,56,black,1288,1368,8
5ohNHm0V,107,white,1355,1302,6
GuggRNG1,43,white,1345,1235,9
B3Aej0OJ,62,black,1407,1326,4
YOnKpTM1,91,white,1282,1451,7
kaSP9Q1r,23,white,1269,1205,4
4n13kEJP,60,black,1274,1570,4
SZADwCBU,50,black,1279,1576,2
6oya0ICn,75,white,1569,1284,1
oyUHmy0C,71,white,1850,1285,6
P61ANeKk,75,white,1751,1287,4
La1qioSh,132,black,1288,1952,4
pzh5LICB,46,black,1289,1825,3
MxVJi6Mh,17,white,1430,1274,5
uNSQRmWV,33,white,1250,1439,4
s03lJbUC,117,white,1230,1297,4
CBl1zeq6,52,black,1243,1314,4
sTXlokrE,30,black,1953,1721,9
H6KK0Y89,15,white,1340,1203,5
XIldfFMw,115,white,1365,1301,2
OjrlGO5B,38,black,1493,1301,6
NAhMZ9Sf,52,black,1301,1571,2
ODSX9c4c,61,white,1571,1301,4
uKNqVSYu,49,white,1301,1571,3
lAMo34gR,81,white,1571,1301,3
V8i8Nrbx,54,black,1500,1301,4
KkRLJJDB,48,black,1500,1455,1
qT1subGf,57,white,1791,1500,5
zoBseHQA,31,black,1500,1791,2
wunGHxMJ,33,white,1791,1500,4
fPDNzOJm,64,black,1629,2195,2
qWWfKnQF,44,black,2195,2028,12
DBuMcPZC,86,black,1822,2192,1
wiyCJboR,60,black,2218,1990,7
rtJjqjoM,94,black,1795,2215,3
czHbCVdU,119,white,2202,2008,5
cJG8zvTe,25,white,2199,1802,7
bPr8oK6w,39,white,2198,1500,3
Ual7GxRG,76,black,1555,2197,4
o6yGcaAr,56,black,1787,2194,3
vUetNCH2,50,black,1467,2194,1
CRBecPG5,46,white,2189,1868,5
LP2bsZlm,72,black,1897,2183,4
5aX94yHj,101,white,2183,1551,7
rTaeOWQv,36,black,1775,2179,6
F7rKotGj,43,white,1718,2210,4
Fm1P4vZp,39,white,2204,1967,6
VOOD8WEQ,54,black,1915,2198,9
DtFjKQWw,89,white,1949,2225,6
5EAOy2IS,83,white,2222,1842,2
uUaRtUyc,7,white,2222,1382,4
YYxsDPJq,44,black,1299,2221,6
ET4w0tky,34,white,1954,2249,3
040U0Fpb,52,black,2279,1826,2
K9NBAxax,66,black,2063,2271,2
R7iL6PvJ,49,white,2270,1613,3
TFbnhlVN,3,white,2269,1672,3
ltjVf1bI,50,black,1835,2266,6
HtbtHWUK,122,draw,2277,1893,7
hbCAy9WE,70,black,2088,2269,7
u26bXYrF,7,white,2262,2037,7
F8rEcqAP,74,black,1915,2258,5
EFI6A6q4,54,white,2251,2006,7
OCLCEuDL,88,black,2106,2241,6
WU3XxSRA,49,white,2229,2134,5
QLbTUeKk,28,black,1820,2225,3
1KGdSIqj,37,white,2222,1810,5
LcOf45oe,40,black,1622,2212,2
mzCZWqYJ,81,white,2090,2236,6
HLLXDNOR,80,black,1275,1253,2
NGE2umJp,2,white,1049,1275,1
CDuxTWrV,49,white,1527,1341,3
Wc2D2Y1y,13,white,1535,1500,3
IQIGe8TY,45,white,2177,1686,4
q7H1Kmei,62,black,1748,1855,8
j8FKmBOp,94,black,1759,1500,10
GGtqsjYi,71,white,1516,1508,6
WqX58YGc,94,draw,1500,1516,4
nBSW1PQk,63,white,1535,1528,7
JWkNah6q,104,black,1537,1662,4
QGiFt4ko,69,white,1519,1650,6
EgkS2RLU,35,white,1662,1528,6
IQvj5bGU,58,black,1360,1522,3
eEsn6ail,72,black,1542,1213,4
FVUECS2w,30,black,1081,1356,1
XOxjbZSD,37,white,1351,1116,3
zZg84kcp,44,black,1167,1346,6
kfeoB7UM,31,white,1338,1264,5
368XGDBw,3,white,2053,1264,3
b1DsRUyV,56,black,1264,1358,5
RDXAK1pX,34,black,1264,1065,3
aTWVFP29,61,white,1065,1264,3
sQ0KgZLA,43,white,1395,1500,3
ZXtRouKo,55,white,1579,1500,2
PBCx5yAi,40,black,1161,1389,4
M29tylp7,34,white,1373,1518,2
y6WyqleS,48,white,1375,1385,3
Y7TjroBI,40,black,1397,1363,3
57tBRmVS,61,white,1624,1402,4
75cStmD5,104,black,1328,1393,1
ahCgcKhg,141,white,1385,1274,3
Bz1tOQr0,40,black,1397,1368,3
eJGEpz8F,85,white,1628,1402,3
1MLRQiyu,63,white,1597,1407,4
oSLAOq9L,57,white,1401,1626,2
j8wcbvd0,57,black,1411,1422,2
R0ScGmpW,47,white,1485,1420,4
oBMzI1yp,38,black,1336,1412,4
0aZEIurI,41,white,1434,1422,5
erBsVD8d,58,black,1422,1500,2
M8rBRIuA,27,white,1645,1437,5
P8wQYeqq,98,black,1446,1489,3
DV3tEmBn,33,black,1246,1441,1
aNzmCKjZ,99,white,1429,1467,4
TvpSccHV,57,white,1417,1446,3
fjuG3DFA,2,black,1430,1366,2
HqtcaHLd,159,draw,1455,1510,3
gn9KXC2H,29,white,1500,1465,4
BvKhE7R1,48,black,1494,1447,4
OGgkMeXa,85,white,1433,1558,4
xorVNspV,53,white,1515,1441,4
7KVHHNea,64,black,1274,1435,4
I46fX1xs,165,white,2104,1818,3
3hHSs12g,103,white,1382,1389,4
GIklg4qq,67,white,1606,1382,7
uxKsmZq1,76,black,1382,1552,5
im55KjC7,115,white,1412,1382,11
pfd9wolO,110,black,1311,1382,6
AiZku290,68,black,1393,1415,8
y5ny9LOh,26,black,1500,1393,4
gGv1MgBG,59,white,1270,1408,3
uCzI23NG,84,black,1423,1396,4
NDlOLwo9,44,black,1396,1485,4
TQojhjr6,38,white,1521,1403,7
1FmqDby8,75,draw,1401,1477,6
VWXkbtAK,40,black,943,1013,7
T6fc6P3R,55,black,1062,923,3
O1WBR4qu,33,white,1369,1074,2
zuf8CWMT,68,black,1486,994,2
GAjc9ONM,67,white,1698,994,3
E6dESKle,60,white,971,1046,3
CKR88d8h,54,black,1159,911,3
xXuAe8dP,86,draw,1710,1741,6
c5T8tvta,57,black,1648,1707,7
jFySubO4,82,black,1769,1639,6
sX1oEYKX,46,black,1619,1483,3
CJpPDxtH,30,black,1147,1087,3
d2FWCnGg,43,white,991,1084,7
AVS9PzSC,68,black,1257,991,3
KQ8Q1JAy,17,white,991,1257,4
DBbuV5Ii,115,draw,1257,991,6
hT4LnJd8,63,white,991,1257,1
Lru427pf,78,black,1257,991,5
LhNKvOCj,25,white,2347,1906,8
WAsfVgqm,51,white,2344,1898,4
maAJS66Q,45,white,2333,2134,12
SYl9u1Ro,22,black,2010,2327,13
PqbsOuXg,42,white,2320,2013,11
t1tIJRWX,39,black,1912,2316,2
qPgMvVgf,57,white,2311,1917,11
AmeN5kNw,59,white,2298,2146,8
PcsD83fe,72,black,2052,2287,13
Ot53fFSC,54,white,2276,2057,16
pwrft8DC,45,white,2270,1908,9
1nhfqgUA,43,white,2260,2005,4
I1IDsnBJ,87,white,2248,2015,10
mQAX9Qoh,63,white,2235,2010,6
V23c7jpC,128,white,2214,2112,4
JCCHW4qG,41,white,2191,2077,7
qnFjQUl9,110,black,2191,2277,9
m2sEcsg3,29,white,2067,2243,6
NCsTGIMf,107,draw,2243,2186,14
e6MsPOQz,30,black,2186,2243,10
Av45Zv1D,29,white,2223,2032,7
gDkdv2z1,51,white,2208,1944,15
9RM1g3br,50,black,2055,2179,11
oLONJkAA,119,draw,2052,2162,4
MMT1imy7,26,black,2270,1974,8
n7DV8SKf,84,black,1978,2245,11
a5HFNNSf,77,white,2210,1982,5
43RLvmcp,57,white,2210,1943,6
FyHK0fAq,60,white,2185,1851,8
JJFqWGae,23,white,2094,2041,7
zZQvgpxs,59,white,1874,2049,4
jyiWZNxs,51,white,1500,1793,4
H8MsGycN,75,white,1608,1794,6
wR7gM8zr,103,white,1608,1500,3
dFsgys8L,14,black,1500,1608,3
lCBrtLif,23,white,1608,1500,2
AIh6cX2b,12,black,1500,1608,1
Yauk9bld,117,white,1795,1811,8
rKVy6DnX,66,white,1832,1805,9
VdYoSrSw,35,white,1794,1784,4
v5sCEAao,82,black,1803,1859,4
Irrt0GYj,38,white,1794,1750,7
08tA13xj,70,black,1784,1784,2
6YLXSRCL,61,white,1773,1785,5
gxBBQo24,55,white,1877,1781,10
ZarnanH1,122,black,1807,1769,2
InWuw2Ba,94,black,1777,1853,2
rzfR3R5d,123,white,1765,1841,5
euwMMEPI,125,white,1832,1773,3
eLIDnsgG,65,white,1762,1789,9
2QKPNPHo,85,white,1778,1773,8
DOhsVgkT,64,black,1783,1779,5
FM7uLKUI,115,white,1773,1751,3
HnxI2xg2,109,white,1761,1808,7
p0lrJ1TW,20,black,1801,1749,8
xyGqkDNm,50,black,1746,1739,5
9wVYDTBo,69,white,1729,1706,5
nR4EyupL,95,white,1742,1739,5
ATY0xlVI,77,white,1713,1809,8
KLLKC9sJ,49,white,1699,1803,4
AoUfWLhq,51,white,1795,1707,3
OqNrv5mw,56,black,1716,1768,3
y4HO08lL,91,white,1734,1727,11
MQYr3Rd7,56,black,1735,1794,6
rtgXRSz8,80,black,1746,1729,6
XSAl5MSH,79,black,1758,1718,2
qM1QpX4A,83,white,1704,1770,2
tb2Jplwl,45,white,1798,1780,2
uXVbFIhU,95,white,1755,1792,7
BCNF8Rc0,152,black,1804,1752,4
lpURdjaK,71,white,1795,1712,10
oksFLREg,81,white,1279,1693,7
fSTU89og,64,black,1693,1279,4
DNhhypWP,94,black,1486,1688,4
NZI8SX2z,83,white,1676,1669,3
qhkgQa5y,23,white,2199,1677,8
iyNN4P89,82,black,1694,1520,5
cWabwXyt,67,white,1678,1839,4
5mKbvFmB,107,white,1791,1380,6
Pf0oAB2m,30,white,1874,1381,4
iWBWnlpJ,96,black,1411,1177,8
wBHJChqC,69,white,1295,1427,3
6cPfBMPG,12,white,1418,1302,5
X5F1wUsp,95,white,1397,1643,4
CLf8nksK,41,white,1374,1687,4
BZLbNfm4,33,white,1685,1387,4
IXPo5wAU,43,black,1388,2012,9
t4Ya9dT7,31,white,2029,1389,4
LHv8sr8L,37,black,1389,2297,4
6TqREvyt,35,white,1375,1408,4
EiPi19Vd,101,white,1399,1386,4
c1M95833,70,black,1766,1386,2
wvq16CUZ,71,white,1375,1333,2
6dqjczrM,54,black,1345,1363,2
BCxYgTHF,64,black,1239,1372,4
JtZ9kUoZ,78,black,1387,1296,4
dK4dTh4x,51,white,1471,1397,5
swthvZx2,64,black,1397,1766,3
pTmiFkco,31,white,1766,1397,2
dALMKWNB,49,white,1397,1766,3
kB1LNBYa,39,white,1382,1406,2
Y3lYqFpg,114,black,1386,1683,10
GWwPGZF8,15,white,1663,1391,4
32uGmoic,92,black,1396,1638,3
C97ESP8e,83,white,1720,1406,5
PgBvlQZv,61,white,1612,1506,4
CUwrwUT4,70,black,1506,2221,1
vfqEWqq6,57,white,1948,1508,3
0YSZTeLV,83,white,1493,1585,2
Gauf0qv4,59,white,1480,1508,2
7pxOgLRN,76,black,1489,1580,2
iHVUapwj,119,white,1527,1501,3
NNhxMy9y,71,white,1459,1515,5
Bi95e0bp,42,white,1514,1528,8
zw47ZQ14,43,white,1516,1500,7
wYE5TUoj,50,black,1517,2061,10
8ON8Ys0C,42,white,1832,1520,4
2VJPMUxo,43,white,1846,1524,4
E11tE0QG,44,black,1530,1484,4
1nwU4MCj,60,black,1176,1526,4
p5MRBrYp,26,black,1530,1843,4
eE1VF2Jg,46,black,1538,1662,5
F0jDYdYz,86,draw,2018,1527,5
FNIcPrg9,99,white,1517,1567,6
kkgI4HpI,65,white,1502,1590,11
5fwMQweZ,64,black,1511,1599,1
l1l6yo9n,49,white,1808,1515,6
qCMjHNFS,36,white,1772,1520,3
RFQ6Vnxq,45,white,1520,1545,6
4d5p029E,36,white,2007,1865,9
Hr6k7DMz,51,white,1919,2021,7
z9OcZ3xh,40,black,2036,1882,4
nCxn4PeG,62,black,2045,2024,5
CsdaykT8,133,white,1816,2041,6
EmEZrcf9,96,black,2058,1798,7
oF1WTKaH,46,black,1802,2054,6
9mZLxoFs,35,white,2050,1807,3
bE4FCe6e,82,black,2025,2040,6
qsG3PYc4,140,white,2032,1961,3
wzE5T6N8,40,black,1838,2026,1
rxyHvfeF,39,white,2021,1844,5
V6I4mRCo,45,white,2116,2029,5
mFSplqq3,148,black,2044,1867,5
130prvSb,30,black,1919,2037,6
9wK8yDCu,73,white,2028,1981,2
7L8st4Tq,28,white,2018,1988,6
2PWps5wI,43,white,2013,1823,5
aOL4pqph,20,black,1829,2008,6
XZC2elB3,31,black,2039,1996,6
C1TYwkqE,106,white,1984,2052,10
P9xTcBVO,65,white,1813,1999,2
zpftH4jZ,21,white,1989,1987,2
b3BQ0H7X,118,black,1907,1981,6
I50d4XHV,19,white,1903,1985,4
CWUiHxhc,69,white,1979,1800,6
nYvt7era,94,black,1991,1932,4
0mqzGpkb,87,white,1920,2004,4
MD8fpziW,60,black,2041,1992,6
DHnmPWGM,36,black,2004,1967,4
czOywvDW,132,black,1916,1996,2
zZkZmazG,68,black,1996,2132,2
voMOSzMb,25,white,2176,2001,6
Mc20Q8w8,65,white,2039,2011,5
bcqa3b2R,60,black,2017,2167,6
wS3NULPv,120,black,1900,2010,1
8DJoBfsk,78,black,2031,2086,2
DoHfN5KE,24,black,1901,2024,2
HThpCaVo,61,white,1929,2037,4
pTMMZi7b,55,white,2030,1937,5
6jyCyjRc,86,black,2017,2020,4
V59ZvtRi,34,black,2030,2036,9
RryHsnMl,58,black,2000,2020,6
W07W08YK,67,white,2011,1978,3
ad4zE2ks,44,black,1912,2003,2
PVdRTg9N,75,white,1993,1996,9
CdukLaAR,118,draw,2111,1981,6
vU3OAf11,60,black,1994,1917,5
3AjEi5Vd,67,white,2028,1971,5
oPbyfVXB,54,black,1997,1500,4
sshqzAiE,17,white,1682,1396,11
EEa7eEIh,19,white,1861,1398,4
Ww89SSo3,96,black,1788,1399,5
5vl7n36r,107,white,1776,1401,10
rkv8FXzo,16,black,1401,1603,6
gf3KHIbR,2,black,1401,1612,2
1lbY0vKG,135,white,1706,1405,3
JhibfuIR,72,black,1418,1421,3
cukIDOqv,53,white,1408,1432,1
UrpkJZuC,29,white,1420,1591,7
msTuWC9Y,52,black,1430,1805,8
gmDPMvzI,53,white,2022,1431,11
t6PiRScN,65,white,1551,1440,12
kbjOV76G,65,white,1640,1447,11
WudL02Lu,69,white,1783,1450,4
0y4ZTQ2R,47,white,1428,1666,11
IjnlcR66,37,white,1776,1432,11
cIKTQHcy,120,black,1629,1410,4
49RDuiXg,62,black,1450,1392,1
YbunK9Sb,65,white,1482,1460,4
2vGf9BQ1,52,black,1442,1449,7
nygY0ifL,52,black,1533,1435,6
Cr05o0f2,57,white,1500,1442,9
zxNAe2Vz,95,black,1450,1532,2
c3aTeBza,13,white,1623,1456,8
NNNhzHrL,153,white,1541,1465,8
wSu7IcAb,89,white,1655,1470,4
NAwpyYoU,58,black,1480,1533,2
2DrpOKSC,30,white,1311,1495,4
pvY6Cp9r,73,white,1485,1474,3
NIJ8yJBV,47,white,1479,1496,4
44bcthDm,63,white,1485,1490,2
EoVRFzMJ,16,black,1479,1573,2
HsiY9WRG,4,black,1543,1466,4
LINhFgON,76,black,1478,1461,3
I8higi3d,58,black,1488,1490,3
JZx2uMY7,78,black,1560,1475,6
qhmdnEpS,56,white,1477,1483,8
Y1fFUYZv,58,black,1492,1553,2
rcGZUz6E,76,black,1551,1479,6
svWDHaIb,116,draw,1603,1475,6
vtW2KfH4,21,white,1500,1482,3
xuUH130N,74,black,1485,1471,4
g018bwEL,128,draw,1469,1524,3
UdObGz15,20,draw,1376,1472,8
NckdmPMt,45,white,1492,1483,6
1DrAVLi9,67,white,1499,1493,4
HeSVa0Zd,49,white,1482,1483,3
vSVSo632,52,white,1468,1592,3
2Rg8tLvx,79,white,1457,1446,3
98JGmu7k,45,white,1449,1377,2
Lk8RBHQP,70,black,1458,1521,2
6TIgcXir,40,black,1500,1500,5
TRqq3sqp,36,white,1002,1412,10
0DDBKLQM,36,black,1461,1402,8
jX4zmQIo,62,black,1256,1395,4
xxunV5BM,44,black,1370,1372,5
NZVLGUDY,37,white,1325,1375,5
SuKIs7fh,96,draw,1204,1379,3
KRMrSwyO,27,white,1429,1389,5
vNss4oSR,97,white,1470,1397,3
2l3t8O16,75,white,1386,1397,6
RHaT7CBo,16,black,1393,1539,6
vlwaGY7Y,47,white,1532,1400,6
nyeR28YB,63,white,1470,1409,4
pTBvi4dV,121,white,1524,1416,5
urdHwpWQ,63,white,1445,1426,2
LCxEXnXb,77,white,1416,1438,6
27D0qzPo,72,draw,1359,1440,3
UcvMVb7k,65,black,1413,1430,4
QzketAvD,58,black,1094,1427,4
C3aU6UhF,79,black,1269,1421,5
bfk0vKO3,59,white,1341,1434,5
KEGVaZHV,88,black,1250,1428,2
gGyaEaTV,62,black,1417,1417,2
PnTM9axT,94,draw,1404,1418,3
fkwF7n9T,16,black,1397,1407,5
pSONBKuw,86,draw,1463,1405,3
5WhYODHf,44,black,1300,1397,6
C7eWcFiU,56,draw,1401,1296,3
aC4zoSmn,27,white,1319,1414,3
zMFTblTj,79,white,1541,1422,4
fFdaMLmf,55,white,1419,1074,4
yvqdybCS,26,black,1081,1416,3
E9AHLJi2,42,black,1498,1391,1
aIWXy0Ix,85,white,1534,1397,3
rnwCKW3f,46,black,1417,1386,3
Sc1o7fpl,25,white,1511,1393,10
ib0LWjgO,39,white,1405,1403,2
AuttW335,84,black,1319,1395,2
mIgTK3WY,56,black,1434,1383,2
aPDrw3Ud,32,black,1421,1371,1
mVQaOwE8,88,black,1383,1360,5
bXHqvXzW,157,white,1262,1374,1
vUZJrIpm,48,black,1386,1326,9
6iuCKSvN,26,black,1054,1373,1
VAv9fI88,100,black,1381,1460,3
ENVY6yGB,56,black,1831,2120,9
mfuMA9Xp,103,white,1943,1839,5
ETfiuRND,42,black,1842,2137,3
FxmBHnIl,80,black,1849,1968,3
CSIzom5k,51,white,1960,1857,5
U2BBhxU4,112,black,1865,1952,7
UsTDuzMy,44,black,1870,2073,2
453ht5h5,61,white,2022,1877,5
gQ5c7uFl,97,white,1909,1887,5
btr3LBHj,159,white,1954,1902,5
CgySa327,82,black,1913,1925,3
yEUeZ9ht,61,white,1901,1924,3
n8x24EDh,59,white,1889,1938,3
vtAS8qss,146,black,1950,1876,5
LOmUjF0f,20,black,1885,1960,2
3DCt0xRQ,119,white,1951,1894,1
DwCvxi11,98,black,1891,1912,4
GK8Sbc80,41,white,2152,1895,5
sqRtMHxF,58,black,1943,1882,5
hJphPTKE,16,black,1993,1868,5
jqQghqvX,97,white,1855,1912,3
ARmMV1CE,35,white,2177,1858,5
GWsNihR6,31,white,2092,1863,4
EbDAC4Vx,68,black,1870,1989,2
M01xj3cN,65,white,2054,1876,5
SDCLBYeF,29,white,2026,1883,3
Z0vlx5TV,55,white,2017,1890,3
uEA1feZz,60,black,1897,2003,2
fzJoZEgf,55,white,1995,1905,4
U5SiENhh,65,white,1869,1960,3
RPP0aiwY,50,black,1875,2042,3
OT2cFkI4,16,black,1884,1932,3
sd4VZgT6,39,white,1872,1918,2
Et6FETNL,40,black,1915,1859,3
P0IuhZ0D,23,white,1906,1869,4
